,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price
3165,-1,158200,PEARLS,10002,1,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10003.0
3166,-1,158300,PEARLS,9996,1,9995.0,30.0,,,9998,5,10004.0,1.0,10005.0,30.0,9997.0
3167,-1,158300,BANANAS,4930,8,4929.0,30.0,,,4936,31,,,,,4933.0
3168,-1,158400,PEARLS,9996,1,9995.0,30.0,,,9998,5,10004.0,1.0,10005.0,30.0,9997.0
3169,-1,158400,BANANAS,4935,1,4930.0,31.0,,,4936,31,,,,,4935.5
3170,-1,158500,PEARLS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0
3171,-1,158500,BANANAS,4930,22,,,,,4936,1,4937.0,21.0,,,4933.0
3172,-1,158600,BANANAS,4930,27,,,,,4937,27,,,,,4933.5
3173,-1,158600,PEARLS,9995,27,,,,,10005,27,,,,,10000.0
3174,-1,158700,PEARLS,9995,29,,,,,10005,29,,,,,10000.0
3175,-1,158700,BANANAS,4930,29,,,,,4937,29,,,,,4933.5
3176,-1,158800,PEARLS,9995,24,,,,,10005,24,,,,,10000.0
3177,-1,158800,BANANAS,4930,23,,,,,4936,24,,,,,4933.0
3178,-1,158900,PEARLS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
3179,-1,158900,BANANAS,4929,32,,,,,4935,2,4936.0,30.0,,,4932.0
3180,-1,159000,BANANAS,4929,27,,,,,4931,4,4934.0,7.0,4936.0,27.0,4930.0
3181,-1,159000,PEARLS,9996,1,9995.0,26.0,,,10002,7,10004.0,1.0,10005.0,26.0,9999.0
3182,-1,159100,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0
3183,-1,159100,BANANAS,4929,26,,,,,4936,26,,,,,4932.5
3184,-1,159200,PEARLS,9995,30,,,,,10002,1,10005.0,30.0,,,9998.5
3185,-1,159200,BANANAS,4929,30,,,,,4934,1,4936.0,30.0,,,4931.5
3186,-1,159300,PEARLS,9995,21,,,,,10005,21,,,,,10000.0
3187,-1,159300,BANANAS,4929,21,,,,,4930,1,4936.0,21.0,,,4929.5
3188,-1,159400,BANANAS,4931,6,4930.0,24.0,,,4936,1,4937.0,23.0,,,4933.5
3189,-1,159400,PEARLS,10000,6,9998.0,6.0,9996.0,1.0,10004,1,10005.0,23.0,,,10002.0
3190,-1,159500,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0
3191,-1,159500,BANANAS,4930,26,,,,,4936,1,4937.0,25.0,,,4933.0
3192,-1,159600,PEARLS,9998,8,9996.0,1.0,9995.0,23.0,10004,1,10005.0,23.0,,,10001.0
3193,-1,159600,BANANAS,4935,1,4930.0,9.0,4929.0,23.0,4936,24,,,,,4935.5
3194,-1,159700,PEARLS,9996,1,9995.0,29.0,,,9998,4,10004.0,1.0,10005.0,29.0,9997.0
3195,-1,159700,BANANAS,4930,30,,,,,4936,30,,,,,4933.0
3196,-1,159800,BANANAS,4930,20,,,,,4935,3,4937.0,20.0,,,4932.5
3197,-1,159800,PEARLS,9995,20,,,,,10002,3,10005.0,20.0,,,9998.5
3198,-1,159900,PEARLS,9998,2,9996.0,1.0,9995.0,24.0,10000,5,10004.0,1.0,10005.0,24.0,9999.0
3199,-1,159900,BANANAS,4934,4,4931.0,2.0,4930.0,25.0,4937,25,,,,,4935.5
3200,-1,160000,PEARLS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0
3201,-1,160000,BANANAS,4930,26,,,,,4937,26,,,,,4933.5
3202,-1,160100,PEARLS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0
3203,-1,160100,BANANAS,4934,5,4930.0,2.0,4929.0,24.0,4936,26,,,,,4935.0
3204,-1,160200,BANANAS,4931,4,4930.0,24.0,,,4936,24,,,,,4933.5
3205,-1,160200,PEARLS,9998,4,9996.0,1.0,9995.0,23.0,10004,1,10005.0,23.0,,,10001.0
3206,-1,160300,PEARLS,9996,1,9995.0,25.0,,,9998,1,10004.0,1.0,10005.0,25.0,9997.0
3207,-1,160300,BANANAS,4930,1,4929.0,25.0,,,4936,26,,,,,4933.0
3208,-1,160400,PEARLS,9995,23,,,,,9998,1,10002.0,8.0,10005.0,23.0,9996.5
3209,-1,160400,BANANAS,4929,23,,,,,4934,7,4936.0,23.0,,,4931.5
3210,-1,160500,PEARLS,9998,4,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0
3211,-1,160500,BANANAS,4929,6,4928.0,22.0,,,4935,24,,,,,4932.0
3212,-1,160600,BANANAS,4929,22,,,,,4935,2,4936.0,20.0,,,4932.0
3213,-1,160600,PEARLS,10002,1,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10003.0
3214,-1,160700,PEARLS,9995,24,,,,,10005,24,,,,,10000.0
3215,-1,160700,BANANAS,4928,24,,,,,4935,24,,,,,4931.5
3216,-1,160800,PEARLS,10002,2,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10003.0
3217,-1,160800,BANANAS,4929,29,,,,,4936,29,,,,,4932.5
3218,-1,160900,BANANAS,4928,30,,,,,4935,30,,,,,4931.5
3219,-1,160900,PEARLS,10000,3,9996.0,1.0,9995.0,29.0,10004,1,10005.0,29.0,,,10002.0
3220,-1,161000,BANANAS,4928,27,,,,,4933,3,4935.0,27.0,,,4930.5
3221,-1,161000,PEARLS,9995,27,,,,,10002,3,10005.0,27.0,,,9998.5
3222,-1,161100,BANANAS,4927,28,,,,,4932,10,4934.0,28.0,,,4929.5
3223,-1,161100,PEARLS,9995,28,,,,,10002,10,10005.0,28.0,,,9998.5
3224,-1,161200,PEARLS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0
3225,-1,161200,BANANAS,4927,31,,,,,4934,31,,,,,4930.5
3226,-1,161300,PEARLS,9995,20,,,,,10005,20,,,,,10000.0
3227,-1,161300,BANANAS,4928,20,,,,,4935,20,,,,,4931.5
3228,-1,161400,BANANAS,4928,8,4927.0,26.0,,,4934,27,,,,,4931.0
3229,-1,161400,PEARLS,9998,7,9996.0,1.0,9995.0,26.0,10004,1,10005.0,26.0,,,10001.0
3230,-1,161500,PEARLS,9995,22,,,,,10005,22,,,,,10000.0
3231,-1,161500,BANANAS,4927,22,,,,,4934,22,,,,,4930.5
3232,-1,161600,PEARLS,9996,2,9995.0,20.0,,,9998,1,10004.0,2.0,10005.0,20.0,9997.0
3233,-1,161600,BANANAS,4927,22,,,,,4933,2,4934.0,20.0,,,4930.0
3234,-1,161700,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0
3235,-1,161700,BANANAS,4927,26,,,,,4934,26,,,,,4930.5
3236,-1,161800,BANANAS,4927,21,,,,,4934,21,,,,,4930.5
3237,-1,161800,PEARLS,9995,21,,,,,10005,21,,,,,10000.0
3238,-1,161900,PEARLS,9998,9,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10001.0
3239,-1,161900,BANANAS,4927,10,4926.0,22.0,,,4933,23,,,,,4930.0
3240,-1,162000,PEARLS,9998,1,9995.0,23.0,,,10005,23,,,,,10001.5
3241,-1,162000,BANANAS,4928,1,4927.0,23.0,,,4933,23,,,,,4930.5
3242,-1,162100,PEARLS,9998,4,9996.0,1.0,9995.0,24.0,10004,1,10005.0,24.0,,,10001.0
3243,-1,162100,BANANAS,4927,4,4926.0,25.0,,,4933,25,,,,,4930.0
3244,-1,162200,BANANAS,4926,20,,,,,4931,10,4933.0,20.0,,,4928.5
3245,-1,162200,PEARLS,9995,20,,,,,10002,10,10005.0,20.0,,,9998.5
3246,-1,162300,BANANAS,4927,30,,,,,4928,4,4933.0,2.0,4934.0,28.0,4927.5
3247,-1,162300,PEARLS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0
3248,-1,162400,PEARLS,9996,2,9995.0,22.0,,,10000,5,10004.0,2.0,10005.0,22.0,9998.0
3249,-1,162400,BANANAS,4926,24,,,,,4929,5,4933.0,24.0,,,4927.5
3250,-1,162500,BANANAS,4928,2,4927.0,24.0,,,4933,2,4934.0,22.0,,,4930.5
3251,-1,162500,PEARLS,9998,2,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0
3252,-1,162600,BANANAS,4927,21,,,,,4932,2,4934.0,21.0,,,4929.5
3253,-1,162600,PEARLS,9995,21,,,,,10000,5,10002.0,3.0,10005.0,21.0,9997.5
3254,-1,162700,BANANAS,4926,24,,,,,4933,24,,,,,4929.5
3255,-1,162700,PEARLS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0
3256,-1,162800,PEARLS,9998,5,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10001.0
3257,-1,162800,BANANAS,4928,5,4927.0,29.0,,,4934,29,,,,,4931.0
3258,-1,162900,BANANAS,4927,23,,,,,4928,2,4933.0,23.0,,,4927.5
3259,-1,162900,PEARLS,9995,23,,,,,10005,23,,,,,10000.0
3260,-1,163000,BANANAS,4927,1,4926.0,29.0,,,4933,30,,,,,4930.0
3261,-1,163000,PEARLS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0
3262,-1,163100,BANANAS,4927,1,4926.0,27.0,,,4931,7,4933.0,28.0,,,4929.0
3263,-1,163100,PEARLS,9996,1,9995.0,27.0,,,9998,4,10002.0,7.0,10004.0,1.0,9997.0
3264,-1,163200,PEARLS,9995,21,,,,,9998,1,10005.0,21.0,,,9996.5
3265,-1,163200,BANANAS,4927,21,,,,,4934,21,,,,,4930.5
3266,-1,163300,BANANAS,4926,27,,,,,4933,27,,,,,4929.5
3267,-1,163300,PEARLS,9995,27,,,,,10005,27,,,,,10000.0
3268,-1,163400,BANANAS,4926,22,,,,,4933,22,,,,,4929.5
3269,-1,163400,PEARLS,9995,22,,,,,10005,22,,,,,10000.0
3270,-1,163500,BANANAS,4927,2,4926.0,28.0,,,4933,30,,,,,4930.0
3271,-1,163500,PEARLS,10002,3,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10003.0
3272,-1,163600,PEARLS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0
3273,-1,163600,BANANAS,4926,28,,,,,4928,5,4933.0,28.0,,,4927.0
3274,-1,163700,BANANAS,4926,26,,,,,4933,26,,,,,4929.5
3275,-1,163700,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0
3276,-1,163800,BANANAS,4926,25,,,,,4928,5,4933.0,26.0,,,4927.0
3277,-1,163800,PEARLS,9996,1,9995.0,25.0,,,9998,1,10004.0,1.0,10005.0,25.0,9997.0
3278,-1,163900,BANANAS,4927,24,,,,,4933,1,4934.0,23.0,,,4930.0
3279,-1,163900,PEARLS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0
3280,-1,164000,PEARLS,9996,2,9995.0,29.0,,,9998,1,10004.0,2.0,10005.0,29.0,9997.0
3281,-1,164000,BANANAS,4927,31,,,,,4933,2,4934.0,29.0,,,4930.0
3282,-1,164100,BANANAS,4927,2,4926.0,22.0,,,4931,8,4933.0,24.0,,,4929.0
3283,-1,164100,PEARLS,9996,2,9995.0,22.0,,,10002,8,10004.0,2.0,10005.0,22.0,9999.0
3284,-1,164200,BANANAS,4927,1,4926.0,24.0,,,4933,25,,,,,4930.0
3285,-1,164200,PEARLS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0
3286,-1,164300,BANANAS,4927,8,4926.0,23.0,,,4933,24,,,,,4930.0
3287,-1,164300,PEARLS,9998,7,9996.0,1.0,9995.0,23.0,10004,1,10005.0,23.0,,,10001.0
3288,-1,164400,PEARLS,9998,7,9996.0,2.0,9995.0,24.0,10004,2,10005.0,24.0,,,10001.0
3289,-1,164400,BANANAS,4928,7,4927.0,26.0,,,4933,26,,,,,4930.5
3290,-1,164500,BANANAS,4927,1,4926.0,26.0,,,4933,27,,,,,4930.0
3291,-1,164500,PEARLS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0
3292,-1,164600,BANANAS,4931,1,4926.0,23.0,,,4933,23,,,,,4932.0
3293,-1,164600,PEARLS,9996,1,9995.0,22.0,,,9998,1,10004.0,1.0,10005.0,22.0,9997.0
3294,-1,164700,BANANAS,4927,5,4926.0,26.0,,,4932,2,4933.0,24.0,,,4929.5
3295,-1,164700,PEARLS,9998,5,9996.0,2.0,9995.0,24.0,10004,2,10005.0,24.0,,,10001.0
3296,-1,164800,PEARLS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0
3297,-1,164800,BANANAS,4926,23,,,,,4932,2,4933.0,21.0,,,4929.0
3298,-1,164900,BANANAS,4926,29,,,,,4932,1,4933.0,28.0,,,4929.0
3299,-1,164900,PEARLS,9996,1,9995.0,28.0,,,10000,5,10004.0,1.0,10005.0,28.0,9998.0
3300,-1,165000,BANANAS,4926,25,,,,,4930,7,4932.0,25.0,,,4928.0
3301,-1,165000,PEARLS,9996,2,9995.0,23.0,,,10002,8,10004.0,2.0,10005.0,23.0,9999.0
3302,-1,165100,BANANAS,4926,6,4925.0,30.0,,,4927,3,4932.0,30.0,,,4926.5
3303,-1,165100,PEARLS,9998,6,9995.0,30.0,,,10005,30,,,,,10001.5
3304,-1,165200,PEARLS,9995,21,,,,,10000,6,10005.0,21.0,,,9997.5
3305,-1,165200,BANANAS,4925,21,,,,,4932,21,,,,,4928.5
3306,-1,165300,PEARLS,9995,22,,,,,10005,22,,,,,10000.0
3307,-1,165300,BANANAS,4926,22,,,,,4932,22,,,,,4929.0
3308,-1,165400,BANANAS,4925,24,,,,,4932,24,,,,,4928.5
3309,-1,165400,PEARLS,9995,24,,,,,10005,24,,,,,10000.0
3310,-1,165500,BANANAS,4926,6,4925.0,22.0,,,4932,22,,,,,4929.0
3311,-1,165500,PEARLS,10000,4,9998.0,6.0,9996.0,1.0,10004,1,10005.0,21.0,,,10002.0
3312,-1,165600,BANANAS,4926,1,4925.0,25.0,,,4932,26,,,,,4929.0
3313,-1,165600,PEARLS,9996,1,9995.0,25.0,,,9998,1,10004.0,1.0,10005.0,25.0,9997.0
3314,-1,165700,PEARLS,9996,2,9995.0,29.0,,,10002,6,10004.0,2.0,10005.0,29.0,9999.0
3315,-1,165700,BANANAS,4925,31,,,,,4930,5,4932.0,31.0,,,4927.5
3316,-1,165800,PEARLS,9995,26,,,,,10002,3,10005.0,26.0,,,9998.5
3317,-1,165800,BANANAS,4925,26,,,,,4926,1,4930.0,3.0,4932.0,26.0,4925.5
3318,-1,165900,BANANAS,4925,30,,,,,4932,30,,,,,4928.5
3319,-1,165900,PEARLS,9995,30,,,,,9998,1,10005.0,30.0,,,9996.5
3320,-1,166000,PEARLS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0
3321,-1,166000,BANANAS,4930,1,4925.0,24.0,,,4932,24,,,,,4931.0
3322,-1,166100,PEARLS,9995,27,,,,,10002,8,10005.0,27.0,,,9998.5
3323,-1,166100,BANANAS,4925,27,,,,,4930,8,4932.0,27.0,,,4927.5
3324,-1,166200,PEARLS,9996,1,9995.0,23.0,,,9998,1,10004.0,1.0,10005.0,23.0,9997.0
3325,-1,166200,BANANAS,4925,24,,,,,4931,1,4932.0,23.0,,,4928.0
3326,-1,166300,BANANAS,4925,30,,,,,4932,30,,,,,4928.5
3327,-1,166300,PEARLS,9995,30,,,,,10005,30,,,,,10000.0
3328,-1,166400,PEARLS,9995,29,,,,,10005,29,,,,,10000.0
3329,-1,166400,BANANAS,4925,29,,,,,4932,29,,,,,4928.5
3330,-1,166500,PEARLS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0
3331,-1,166500,BANANAS,4926,2,4925.0,22.0,,,4932,24,,,,,4929.0
3332,-1,166600,PEARLS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0
3333,-1,166600,BANANAS,4926,21,,,,,4932,21,,,,,4929.0
3334,-1,166700,BANANAS,4926,1,4925.0,28.0,,,4932,29,,,,,4929.0
3335,-1,166700,PEARLS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0
3336,-1,166800,BANANAS,4926,28,,,,,4932,2,4933.0,26.0,,,4929.0
3337,-1,166800,PEARLS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0
3338,-1,166900,PEARLS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0
3339,-1,166900,BANANAS,4926,26,,,,,4933,26,,,,,4929.5
3340,-1,167000,PEARLS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0
3341,-1,167000,BANANAS,4926,28,,,,,4932,1,4933.0,27.0,,,4929.0
3342,-1,167100,PEARLS,9996,1,9995.0,27.0,,,10002,7,10004.0,1.0,10005.0,27.0,9999.0
3343,-1,167100,BANANAS,4926,28,,,,,4931,7,4933.0,28.0,,,4928.5
3344,-1,167200,BANANAS,4926,29,,,,,4931,9,4933.0,29.0,,,4928.5
3345,-1,167200,PEARLS,9996,1,9995.0,28.0,,,10002,9,10004.0,1.0,10005.0,28.0,9999.0
3346,-1,167300,PEARLS,9995,28,,,,,10002,4,10005.0,28.0,,,9998.5
3347,-1,167300,BANANAS,4926,28,,,,,4931,4,4933.0,28.0,,,4928.5
3348,-1,167400,PEARLS,9996,1,9995.0,26.0,,,10002,7,10004.0,1.0,10005.0,26.0,9999.0
3349,-1,167400,BANANAS,4926,27,,,,,4931,7,4933.0,27.0,,,4928.5
3350,-1,167500,PEARLS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0
3351,-1,167500,BANANAS,4927,2,4926.0,21.0,,,4933,23,,,,,4930.0
3352,-1,167600,BANANAS,4926,29,,,,,4933,29,,,,,4929.5
3353,-1,167600,PEARLS,9995,29,,,,,10005,29,,,,,10000.0
3354,-1,167700,PEARLS,9996,2,9995.0,26.0,,,9998,4,10004.0,2.0,10005.0,26.0,9997.0
3355,-1,167700,BANANAS,4927,28,,,,,4933,28,,,,,4930.0
3356,-1,167800,PEARLS,9995,22,,,,,9998,1,10005.0,22.0,,,9996.5
3357,-1,167800,BANANAS,4932,1,4926.0,22.0,,,4933,22,,,,,4932.5
3358,-1,167900,PEARLS,9996,2,9995.0,30.0,,,9998,1,10004.0,2.0,10005.0,30.0,9997.0
3359,-1,167900,BANANAS,4927,32,,,,,4933,2,4934.0,30.0,,,4930.0
3360,-1,168000,BANANAS,4927,29,,,,,4934,29,,,,,4930.5
3361,-1,168000,PEARLS,9995,29,,,,,10005,29,,,,,10000.0
3362,-1,168100,PEARLS,9996,2,9995.0,24.0,,,9998,1,10004.0,2.0,10005.0,24.0,9997.0
3363,-1,168100,BANANAS,4931,4,4927.0,26.0,,,4934,26,,,,,4932.5
3364,-1,168200,PEARLS,9995,25,,,,,10005,25,,,,,10000.0
3365,-1,168200,BANANAS,4927,25,,,,,4934,25,,,,,4930.5
3366,-1,168300,PEARLS,9996,1,9995.0,28.0,,,10002,5,10004.0,1.0,10005.0,28.0,9999.0
3367,-1,168300,BANANAS,4928,29,,,,,4933,5,4935.0,29.0,,,4930.5
3368,-1,168400,BANANAS,4928,1,4927.0,24.0,,,4932,8,4934.0,25.0,,,4930.0
3369,-1,168400,PEARLS,9996,1,9995.0,24.0,,,10002,8,10004.0,1.0,10005.0,24.0,9999.0
3370,-1,168500,PEARLS,10002,1,9998.0,3.0,9996.0,2.0,10004,2,10005.0,23.0,,,10003.0
3371,-1,168500,BANANAS,4933,7,4929.0,3.0,4928.0,25.0,4934,2,4935.0,23.0,,,4933.5
3372,-1,168600,PEARLS,9998,7,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10001.0
3373,-1,168600,BANANAS,4929,7,4928.0,22.0,,,4935,22,,,,,4932.0
3374,-1,168700,PEARLS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
3375,-1,168700,BANANAS,4928,25,,,,,4934,2,4935.0,23.0,,,4931.0
3376,-1,168800,BANANAS,4927,25,,,,,4934,25,,,,,4930.5
3377,-1,168800,PEARLS,9995,25,,,,,10005,25,,,,,10000.0
3378,-1,168900,PEARLS,9995,20,,,,,10005,20,,,,,10000.0
3379,-1,168900,BANANAS,4927,20,,,,,4934,20,,,,,4930.5
3380,-1,169000,PEARLS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0
3381,-1,169000,BANANAS,4927,28,,,,,4934,28,,,,,4930.5
3382,-1,169100,PEARLS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0
3383,-1,169100,BANANAS,4928,2,4927.0,25.0,,,4934,27,,,,,4931.0
3384,-1,169200,BANANAS,4932,1,4927.0,22.0,,,4933,2,4934.0,20.0,,,4932.5
3385,-1,169200,PEARLS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0
3386,-1,169300,PEARLS,9995,29,,,,,10005,29,,,,,10000.0
3387,-1,169300,BANANAS,4927,29,,,,,4934,29,,,,,4930.5
3388,-1,169400,PEARLS,9995,23,,,,,10005,23,,,,,10000.0
3389,-1,169400,BANANAS,4927,23,,,,,4934,23,,,,,4930.5
3390,-1,169500,PEARLS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
3391,-1,169500,BANANAS,4933,1,4928.0,2.0,4927.0,23.0,4934,25,,,,,4933.5
3392,-1,169600,BANANAS,4927,26,,,,,4934,26,,,,,4930.5
3393,-1,169600,PEARLS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0
3394,-1,169700,BANANAS,4928,3,4927.0,30.0,,,4934,30,,,,,4931.0
3395,-1,169700,PEARLS,9998,3,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10001.0
3396,-1,169800,PEARLS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
3397,-1,169800,BANANAS,4927,32,,,,,4933,2,4934.0,30.0,,,4930.0
3398,-1,169900,BANANAS,4927,29,,,,,4933,30,,,,,4930.0
3399,-1,169900,PEARLS,9995,30,,,,,10005,30,,,,,10000.0
3400,-1,170000,BANANAS,4927,26,,,,,4934,26,,,,,4930.5
3401,-1,170000,PEARLS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0
3402,-1,170100,PEARLS,9996,2,9995.0,30.0,,,10002,10,10004.0,2.0,10005.0,30.0,9999.0
3403,-1,170100,BANANAS,4927,32,,,,,4932,10,4934.0,32.0,,,4929.5
3404,-1,170200,PEARLS,9995,22,,,,,10002,5,10005.0,22.0,,,9998.5
3405,-1,170200,BANANAS,4927,21,,,,,4930,3,4932.0,8.0,4934.0,22.0,4928.5
3406,-1,170300,PEARLS,9998,4,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10001.0
3407,-1,170300,BANANAS,4928,4,4927.0,23.0,,,4933,1,4934.0,22.0,,,4930.5
3408,-1,170400,BANANAS,4928,1,4927.0,30.0,,,4934,31,,,,,4931.0
3409,-1,170400,PEARLS,10002,11,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10003.0
3410,-1,170500,PEARLS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
3411,-1,170500,BANANAS,4928,2,4927.0,30.0,,,4934,32,,,,,4931.0
3412,-1,170600,PEARLS,9995,24,,,,,10005,24,,,,,10000.0
3413,-1,170600,BANANAS,4927,24,,,,,4934,24,,,,,4930.5
3414,-1,170700,PEARLS,9998,2,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10001.0
3415,-1,170700,BANANAS,4928,1,4927.0,29.0,,,4933,1,4934.0,28.0,,,4930.5
3416,-1,170800,BANANAS,4927,26,,,,,4934,26,,,,,4930.5
3417,-1,170800,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0
3418,-1,170900,PEARLS,9996,2,9995.0,26.0,,,10002,3,10004.0,2.0,10005.0,26.0,9999.0
3419,-1,170900,BANANAS,4927,28,,,,,4932,3,4933.0,28.0,,,4929.5
3420,-1,171000,PEARLS,9995,27,,,,,10005,27,,,,,10000.0
3421,-1,171000,BANANAS,4926,27,,,,,4933,27,,,,,4929.5
3422,-1,171100,PEARLS,10002,3,9998.0,5.0,9996.0,2.0,10004,2,10005.0,28.0,,,10003.0
3423,-1,171100,BANANAS,4927,5,4926.0,30.0,,,4933,30,,,,,4930.0
3424,-1,171200,BANANAS,4926,21,,,,,4933,21,,,,,4929.5
3425,-1,171200,PEARLS,9995,21,,,,,10005,21,,,,,10000.0
3426,-1,171300,BANANAS,4927,25,,,,,4933,25,,,,,4930.0
3427,-1,171300,PEARLS,9995,25,,,,,10005,25,,,,,10000.0
3428,-1,171400,PEARLS,10002,5,9996.0,1.0,9995.0,29.0,10004,1,10005.0,29.0,,,10003.0
3429,-1,171400,BANANAS,4926,30,,,,,4933,30,,,,,4929.5
3430,-1,171500,BANANAS,4926,23,,,,,4932,1,4933.0,22.0,,,4929.0
3431,-1,171500,PEARLS,10002,1,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10003.0
3432,-1,171600,BANANAS,4926,32,,,,,4933,32,,,,,4929.5
3433,-1,171600,PEARLS,9996,2,9995.0,30.0,,,9998,11,10004.0,2.0,10005.0,30.0,9997.0
3434,-1,171700,BANANAS,4926,23,,,,,4933,23,,,,,4929.5
3435,-1,171700,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0
3436,-1,171800,PEARLS,9995,27,,,,,10005,27,,,,,10000.0
3437,-1,171800,BANANAS,4926,27,,,,,4933,27,,,,,4929.5
3438,-1,171900,BANANAS,4927,26,,,,,4934,26,,,,,4930.5
3439,-1,171900,PEARLS,10002,1,9996.0,2.0,9995.0,24.0,10004,2,10005.0,24.0,,,10003.0
3440,-1,172000,BANANAS,4928,28,,,,,4934,1,4935.0,27.0,,,4931.0
3441,-1,172000,PEARLS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0
3442,-1,172100,BANANAS,4928,25,,,,,4934,25,,,,,4931.0
3443,-1,172100,PEARLS,10002,1,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10003.0
3444,-1,172200,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0
3445,-1,172200,BANANAS,4930,1,4927.0,26.0,,,4934,26,,,,,4932.0
3446,-1,172300,BANANAS,4927,22,,,,,4933,22,,,,,4930.0
3447,-1,172300,PEARLS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0
3448,-1,172400,BANANAS,4927,1,4926.0,22.0,,,4933,23,,,,,4930.0
3449,-1,172400,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0
3450,-1,172500,BANANAS,4927,22,,,,,4933,22,,,,,4930.0
3451,-1,172500,PEARLS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0
3452,-1,172600,PEARLS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0
3453,-1,172600,BANANAS,4926,29,,,,,4933,29,,,,,4929.5
3454,-1,172700,BANANAS,4926,29,,,,,4933,29,,,,,4929.5
3455,-1,172700,PEARLS,9996,2,9995.0,27.0,,,9998,3,10004.0,2.0,10005.0,27.0,9997.0
3456,-1,172800,BANANAS,4926,20,,,,,4933,20,,,,,4929.5
3457,-1,172800,PEARLS,9995,20,,,,,10005,20,,,,,10000.0
